region,maker,model,national,local,convNational,convLocal
성남시,테슬라코리아,Model 3 RWD,1680000,750000,340000,100000
성남시,테슬라코리아,Model 3 RWD(2025),1680000,750000,340000,100000
성남시,테슬라코리아,Model Y L AWD,2150000,960000,430000,130000
성남시,테슬라코리아,Model Y Long Range(2025),2100000,940000,420000,130000
성남시,테슬라코리아,Model Y Premium Long Range,2100000,940000,420000,130000
성남시,테슬라코리아,Model Y Premium RWD,1700000,760000,340000,100000
성남시,테슬라코리아,Model Y RWD(2025),1700000,760000,340000,100000
성남시,폭스바겐그룹코리아,ID.4 Pro,4320000,1940000,860000,260000
성남시,폭스바겐그룹코리아,Q4 45 e-tron,2060000,920000,410000,120000
성남시,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,2060000,920000,410000,120000
성남시,폭스바겐그룹코리아,(단종)Q6 e-tron performance,2200000,990000,440000,130000
성남시,폭스바겐그룹코리아,iD.5 Pro,4730000,2120000,950000,290000
성남시,폴스타오토모티브코리아,Polestar 4 Coupe Dual Motor,1680000,750000,340000,100000
성남시,폴스타오토모티브코리아,Polestar 4 Coupe Rear Motor,1810000,810000,360000,110000
성남시,현대자동차,ELECTRIFIED G80,2700000,1210000,540000,160000
성남시,현대자동차,ELECTRIFIED GV70 AWD 19인치,2610000,1170000,520000,160000
성남시,현대자동차,ELECTRIFIED GV70 AWD 20인치,2450000,1100000,490000,150000
성남시,현대자동차,GV60 스탠다드 2WD 19인치,2850000,1280000,570000,170000
성남시,현대자동차,GV60 스탠다드 AWD 19인치,2720000,1220000,540000,160000
성남시,현대자동차,GV60 스탠다드 AWD 20인치,2610000,1170000,520000,160000
성남시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,5640000,2530000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,5670000,2550000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,5590000,2510000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,5410000,2430000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,4830000,2170000,970000,290000
성남시,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,5580000,2510000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,5320000,2390000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,5100000,2290000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,5700000,2560000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,5700000,2560000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,5700000,2560000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,5600000,2520000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,5700000,2560000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,5530000,2480000,1000000,300000
성남시,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,5370000,2410000,1000000,300000
성남시,현대자동차,스타리아 라운지 일렉트릭 7인승,2290000,1030000,460000,140000
성남시,현대자동차,스타리아 리무진 일렉트릭 6인승,2290000,1030000,460000,140000
성남시,현대자동차,아이오닉6 N,2500000,1120000,500000,150000
성남시,현대자동차,아이오닉9 성능형 AWD,2720000,1220000,540000,160000
성남시,현대자동차,아이오닉9 항속형 2WD,2740000,1230000,550000,170000
성남시,현대자동차,아이오닉9 항속형 AWD,2710000,1210000,540000,160000
성남시,현대자동차,캐스퍼 일렉트릭 기본형 15인치,4900000,2200000,980000,290000
성남시,현대자동차,캐스퍼 일렉트릭 크로스 17인치,4870000,2190000,970000,290000
성남시,현대자동차,캐스퍼 일렉트릭 항속형 15인치,4900000,2200000,980000,290000
성남시,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),4900000,2200000,980000,290000
성남시,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,5140000,2310000,1000000,300000
성남시,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,5140000,2310000,1000000,300000
성남시,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,4590000,2060000,920000,280000
성남시,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,4370000,1960000,870000,260000
의정부시,BMW,MINI Aceman E,4000000,1460000,800000,240000
의정부시,BMW,MINI Aceman SE,4000000,1460000,800000,240000
의정부시,BMW,MINI Cooper SE,3960000,1450000,790000,240000
의정부시,BMW,MINI Countryman E,2170000,790000,430000,130000
의정부시,BMW,MINI Countryman SE ALL4,2030000,740000,410000,120000
의정부시,BMW,MINI JCW Aceman E,1970000,720000,390000,120000
의정부시,BMW,MINI JCW E,1910000,700000,380000,110000
의정부시,BMW,i4 M60 LCI (71HD),2330000,850000,470000,140000
의정부시,BMW,i4 eDrive 40 LCI(21HD),2440000,890000,490000,150000
의정부시,BMW,i4 eDrive 40 LCI(61HD),2560000,930000,510000,150000
의정부시,BMW,i5 eDrive 40,2620000,960000,520000,160000
의정부시,BMW,iX1 eDrive20,2120000,770000,420000,130000
의정부시,BMW,iX1 eDrive20(11HM),2350000,860000,470000,140000
의정부시,BMW,iX1 xDrive30,1920000,700000,380000,110000
의정부시,BMW,iX2 eDrive20,2140000,780000,430000,130000
의정부시,BMW,iX2 eDrive20(71GN),2390000,870000,480000,140000
의정부시,BMW,iX3 50 xDrive,2750000,1000000,550000,170000
의정부시,기아,EV3 GT,2480000,900000,500000,150000
의정부시,기아,EV3 롱레인지 2WD 17인치,5550000,2030000,1000000,300000
의정부시,기아,EV3 롱레인지 2WD 19인치,5550000,2030000,1000000,300000
의정부시,기아,EV3 롱레인지 4WD 19인치,5390000,1970000,1000000,300000
의정부시,기아,EV3 스탠다드 2WD,4690000,1710000,940000,280000
의정부시,기아,EV4 GT,2550000,930000,510000,150000
의정부시,기아,EV4 롱레인지 2WD 17인치,5550000,2030000,1000000,300000
의정부시,기아,EV4 롱레인지 2WD 19인치,5550000,2030000,1000000,300000
의정부시,기아,EV4 롱레인지 4WD 19인치,5540000,2030000,1000000,300000
의정부시,기아,EV4 롱레인지 GTL 2WD 19인치,5550000,2030000,1000000,300000
의정부시,기아,EV4 스탠다드 2WD 17인치,5120000,1870000,1000000,300000
의정부시,기아,EV4 스탠다드 2WD 19인치,4810000,1760000,960000,290000
의정부시,기아,EV5 GT,2320000,850000,460000,140000
의정부시,기아,EV5 롱레인지 2WD,5520000,2020000,1000000,300000
의정부시,기아,EV5 롱레인지 4WD 18인치,4990000,1820000,1000000,300000
의정부시,기아,EV5 롱레인지 4WD 19인치,4930000,1800000,990000,300000
의정부시,기아,EV9 GT,2450000,890000,490000,150000
의정부시,기아,EV9 롱레인지 2WD 19인치,2700000,990000,540000,160000
의정부시,기아,EV9 롱레인지 2WD 20인치,2680000,980000,540000,160000
의정부시,기아,EV9 롱레인지 4WD 19인치,2540000,930000,510000,150000
의정부시,기아,EV9 롱레인지 4WD 21인치,2600000,950000,520000,160000
의정부시,기아,EV9 롱레인지 GTL 4WD 21인치,2520000,920000,500000,150000
의정부시,기아,EV9 스탠다드,2370000,860000,470000,140000
의정부시,기아,PV5 패신저 5인승 롱레인지,4580000,1670000,920000,280000
의정부시,기아,Pv5 WAV(비용 미지원),6480000,2370000,1000000,300000
의정부시,기아,Pv5 WAV(비용 지원),4480000,1640000,900000,270000
의정부시,기아,(단종)The all-new Kia Niro EV,4890000,1790000,980000,290000
의정부시,기아,더뉴EV6 롱레인지 2WD 19인치,5700000,2090000,1000000,300000
의정부시,기아,더뉴EV6 롱레인지 2WD 20인치,5590000,2040000,1000000,300000
의정부시,기아,더뉴EV6 롱레인지 4WD 19인치,5610000,2050000,1000000,300000
의정부시,기아,더뉴EV6 롱레인지 4WD 20인치,5320000,1950000,1000000,300000
의정부시,기아,더뉴EV6 스탠다드,5010000,1830000,1000000,300000
의정부시,기아,레이 EV 2WD 14인치 1인승 밴,4570000,1670000,910000,270000
의정부시,기아,레이 EV 2WD 14인치 2인승 밴,4570000,1670000,910000,270000
의정부시,기아,레이 EV 2WD 14인치 4인승 승용,4570000,1670000,910000,270000
의정부시,메르세데스벤츠코리아,EQA 250(Facelift),1900000,690000,380000,110000
의정부시,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),1540000,560000,310000,90000
의정부시,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),1620000,590000,320000,100000
의정부시,볼보자동차코리아,볼보 EX30 Single Motor ER,2470000,900000,490000,150000
의정부시,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,2220000,810000,440000,130000
의정부시,비와이디코리아,(단종)BYD ATTO 3,1260000,460000,250000,80000
의정부시,비와이디코리아,(단종)BYD DOLPHIN,1090000,390000,220000,70000
의정부시,비와이디코리아,(단종)BYD DOLPHIN Active,1320000,480000,260000,80000
의정부시,비와이디코리아,(단종)BYD SEAL,1690000,610000,340000,100000
의정부시,비와이디코리아,(단종)BYD SEAL Dynamic AWD,1510000,550000,300000,90000
의정부시,비와이디코리아,(단종)BYD SEALION 7,1520000,550000,300000,90000
의정부시,케이지모빌리티,토레스 EVX 18인치,3540000,1290000,710000,210000
의정부시,케이지모빌리티,토레스 EVX 18인치(2026),3610000,1320000,720000,220000
의정부시,케이지모빌리티,토레스 EVX 20인치,3440000,1260000,690000,210000
의정부시,케이지모빌리티,토레스 EVX 20인치(2026),3540000,1290000,710000,210000
의정부시,케이지모빌리티,(단종)토레스 EVX 2WD 18인치,3270000,1190000,650000,200000
의정부시,케이지모빌리티,(단종)토레스 EVX 2WD 20인치,3120000,1140000,620000,190000
의정부시,테슬라코리아,Model 3 Performance,2000000,730000,400000,120000
의정부시,테슬라코리아,Model 3 Premium Long Range RWD,4200000,1540000,840000,250000
의정부시,테슬라코리아,Model 3 Premium Long Range RWD(5999만원),2100000,770000,420000,130000
의정부시,테슬라코리아,Model 3 RWD,1680000,610000,340000,100000
의정부시,테슬라코리아,Model 3 RWD(2025),1680000,610000,340000,100000
의정부시,테슬라코리아,Model Y L AWD,2150000,780000,430000,130000
의정부시,테슬라코리아,Model Y Long Range(2025),2100000,770000,420000,130000
의정부시,테슬라코리아,Model Y Premium Long Range,2100000,770000,420000,130000
의정부시,테슬라코리아,Model Y Premium RWD,1700000,620000,340000,100000
의정부시,테슬라코리아,Model Y RWD(2025),1700000,620000,340000,100000
의정부시,폭스바겐그룹코리아,ID.4 Pro,4320000,1580000,860000,260000
의정부시,폭스바겐그룹코리아,Q4 45 e-tron,2060000,750000,410000,120000
의정부시,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,2060000,750000,410000,120000
의정부시,폭스바겐그룹코리아,(단종)Q6 e-tron performance,2200000,800000,440000,130000
의정부시,폭스바겐그룹코리아,iD.5 Pro,4730000,1730000,950000,290000
의정부시,폴스타오토모티브코리아,Polestar 4 Coupe Dual Motor,1680000,610000,340000,100000
의정부시,폴스타오토모티브코리아,Polestar 4 Coupe Rear Motor,1810000,660000,360000,110000
의정부시,현대자동차,ELECTRIFIED G80,2700000,990000,540000,160000
의정부시,현대자동차,ELECTRIFIED GV70 AWD 19인치,2610000,950000,520000,160000
의정부시,현대자동차,ELECTRIFIED GV70 AWD 20인치,2450000,890000,490000,150000
의정부시,현대자동차,GV60 스탠다드 2WD 19인치,2850000,1040000,570000,170000
의정부시,현대자동차,GV60 스탠다드 AWD 19인치,2720000,990000,540000,160000
의정부시,현대자동차,GV60 스탠다드 AWD 20인치,2610000,950000,520000,160000
의정부시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,5640000,2060000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,5670000,2070000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,5590000,2040000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,5410000,1980000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,4830000,1770000,970000,290000
의정부시,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,5580000,2040000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,5320000,1950000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,5100000,1870000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,5700000,2090000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,5700000,2090000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,5700000,2090000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,5600000,2050000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,5700000,2090000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,5530000,2020000,1000000,300000
의정부시,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,5370000,1960000,1000000,300000
의정부시,현대자동차,스타리아 라운지 일렉트릭 7인승,2290000,830000,460000,140000
의정부시,현대자동차,스타리아 리무진 일렉트릭 6인승,2290000,830000,460000,140000
의정부시,현대자동차,아이오닉6 N,2500000,910000,500000,150000
의정부시,현대자동차,아이오닉9 성능형 AWD,2720000,990000,540000,160000
의정부시,현대자동차,아이오닉9 항속형 2WD,2740000,1000000,550000,170000
의정부시,현대자동차,아이오닉9 항속형 AWD,2710000,990000,540000,160000
의정부시,현대자동차,캐스퍼 일렉트릭 기본형 15인치,4900000,1790000,980000,290000
의정부시,현대자동차,캐스퍼 일렉트릭 크로스 17인치,4870000,1780000,970000,290000
의정부시,현대자동차,캐스퍼 일렉트릭 항속형 15인치,4900000,1790000,980000,290000
의정부시,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),4900000,1790000,980000,290000
의정부시,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,5140000,1880000,1000000,300000
의정부시,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,5140000,1880000,1000000,300000
의정부시,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,4590000,1680000,920000,280000
의정부시,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,4370000,1600000,870000,260000
안양시,BMW,MINI Aceman E,4000000,1700000,800000,240000
안양시,BMW,MINI Aceman SE,4000000,1700000,800000,240000
안양시,BMW,MINI Cooper SE,3960000,1680000,790000,240000
안양시,BMW,MINI Countryman E,2170000,920000,430000,130000
안양시,BMW,MINI Countryman SE ALL4,2030000,860000,410000,120000
안양시,BMW,MINI JCW Aceman E,1970000,830000,390000,120000
안양시,BMW,MINI JCW E,1910000,810000,380000,110000
안양시,BMW,i4 M60 LCI (71HD),2330000,990000,470000,140000
안양시,BMW,i4 eDrive 40 LCI(21HD),2440000,1030000,490000,150000
안양시,BMW,i4 eDrive 40 LCI(61HD),2560000,1080000,510000,150000
안양시,BMW,i5 eDrive 40,2620000,1110000,520000,160000
안양시,BMW,iX1 eDrive20,2120000,900000,420000,130000
안양시,BMW,iX1 eDrive20(11HM),2350000,990000,470000,140000
안양시,BMW,iX1 xDrive30,1920000,810000,380000,110000
안양시,BMW,iX2 eDrive20,2140000,900000,430000,130000
안양시,BMW,iX2 eDrive20(71GN),2390000,1010000,480000,140000
안양시,BMW,iX3 50 xDrive,2750000,1160000,550000,170000
안양시,기아,EV3 GT,2480000,1050000,500000,150000
안양시,기아,EV3 롱레인지 2WD 17인치,5550000,2350000,1000000,300000
안양시,기아,EV3 롱레인지 2WD 19인치,5550000,2350000,1000000,300000
안양시,기아,EV3 롱레인지 4WD 19인치,5390000,2290000,1000000,300000
안양시,기아,EV3 스탠다드 2WD,4690000,1990000,940000,280000
안양시,기아,EV4 GT,2550000,1080000,510000,150000
안양시,기아,EV4 롱레인지 2WD 17인치,5550000,2350000,1000000,300000
안양시,기아,EV4 롱레인지 2WD 19인치,5550000,2350000,1000000,300000
안양시,기아,EV4 롱레인지 4WD 19인치,5540000,2350000,1000000,300000
안양시,기아,EV4 롱레인지 GTL 2WD 19인치,5550000,2350000,1000000,300000
안양시,기아,EV4 스탠다드 2WD 17인치,5120000,2170000,1000000,300000
안양시,기아,EV4 스탠다드 2WD 19인치,4810000,2040000,960000,290000
안양시,기아,EV5 GT,2320000,980000,460000,140000
안양시,기아,EV5 롱레인지 2WD,5520000,2340000,1000000,300000
안양시,기아,EV5 롱레인지 4WD 18인치,4990000,2120000,1000000,300000
안양시,기아,EV5 롱레인지 4WD 19인치,4930000,2090000,990000,300000
안양시,기아,EV9 GT,2450000,1040000,490000,150000
안양시,기아,EV9 롱레인지 2WD 19인치,2700000,1140000,540000,160000
안양시,기아,EV9 롱레인지 2WD 20인치,2680000,1130000,540000,160000
안양시,기아,EV9 롱레인지 4WD 19인치,2540000,1070000,510000,150000
안양시,기아,EV9 롱레인지 4WD 21인치,2600000,1100000,520000,160000
안양시,기아,EV9 롱레인지 GTL 4WD 21인치,2520000,1070000,500000,150000
안양시,기아,EV9 스탠다드,2370000,1000000,470000,140000
안양시,기아,PV5 패신저 5인승 롱레인지,4580000,1940000,920000,280000
안양시,기아,Pv5 WAV(비용 미지원),6480000,2750000,1000000,300000
안양시,기아,Pv5 WAV(비용 지원),4480000,1900000,900000,270000
안양시,기아,(단종)The all-new Kia Niro EV,4890000,2070000,980000,290000
안양시,기아,더뉴EV6 롱레인지 2WD 19인치,5700000,2420000,1000000,300000
안양시,기아,더뉴EV6 롱레인지 2WD 20인치,5590000,2370000,1000000,300000
안양시,기아,더뉴EV6 롱레인지 4WD 19인치,5610000,2380000,1000000,300000
안양시,기아,더뉴EV6 롱레인지 4WD 20인치,5320000,2260000,1000000,300000
안양시,기아,더뉴EV6 스탠다드,5010000,2120000,1000000,300000
안양시,기아,레이 EV 2WD 14인치 1인승 밴,4570000,1940000,910000,270000
안양시,기아,레이 EV 2WD 14인치 2인승 밴,4570000,1940000,910000,270000
안양시,기아,레이 EV 2WD 14인치 4인승 승용,4570000,1940000,910000,270000
안양시,메르세데스벤츠코리아,EQA 250(Facelift),1900000,800000,380000,110000
안양시,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),1540000,650000,310000,90000
안양시,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),1620000,680000,320000,100000
안양시,볼보자동차코리아,볼보 EX30 Single Motor ER,2470000,1040000,490000,150000
안양시,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,2220000,940000,440000,130000
안양시,비와이디코리아,(단종)BYD ATTO 3,1260000,530000,250000,80000
안양시,비와이디코리아,(단종)BYD DOLPHIN,1090000,460000,220000,70000
안양시,비와이디코리아,(단종)BYD DOLPHIN Active,1320000,560000,260000,80000
안양시,비와이디코리아,(단종)BYD SEAL,1690000,710000,340000,100000
안양시,비와이디코리아,(단종)BYD SEAL Dynamic AWD,1510000,640000,300000,90000
안양시,비와이디코리아,(단종)BYD SEALION 7,1520000,640000,300000,90000
안양시,케이지모빌리티,토레스 EVX 18인치,3540000,1500000,710000,210000
안양시,케이지모빌리티,토레스 EVX 18인치(2026),3610000,1530000,720000,220000
안양시,케이지모빌리티,토레스 EVX 20인치,3440000,1460000,690000,210000
안양시,케이지모빌리티,토레스 EVX 20인치(2026),3540000,1500000,710000,210000
안양시,케이지모빌리티,(단종)토레스 EVX 2WD 18인치,3270000,1380000,650000,200000
안양시,케이지모빌리티,(단종)토레스 EVX 2WD 20인치,3120000,1320000,620000,190000
안양시,테슬라코리아,Model 3 Performance,2000000,850000,400000,120000
안양시,테슬라코리아,Model 3 Premium Long Range RWD,4200000,1780000,840000,250000
안양시,테슬라코리아,Model 3 Premium Long Range RWD(5999만원),2100000,890000,420000,130000
안양시,테슬라코리아,Model 3 RWD,1680000,710000,340000,100000
안양시,테슬라코리아,Model 3 RWD(2025),1680000,710000,340000,100000
안양시,테슬라코리아,Model Y L AWD,2150000,910000,430000,130000
안양시,테슬라코리아,Model Y Long Range(2025),2100000,890000,420000,130000
안양시,테슬라코리아,Model Y Premium Long Range,2100000,890000,420000,130000
안양시,테슬라코리아,Model Y Premium RWD,1700000,720000,340000,100000
안양시,테슬라코리아,Model Y RWD(2025),1700000,720000,340000,100000
안양시,폭스바겐그룹코리아,ID.4 Pro,4320000,1830000,860000,260000
안양시,폭스바겐그룹코리아,Q4 45 e-tron,2060000,870000,410000,120000
안양시,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,2060000,870000,410000,120000
안양시,폭스바겐그룹코리아,(단종)Q6 e-tron performance,2200000,930000,440000,130000
안양시,폭스바겐그룹코리아,iD.5 Pro,4730000,2010000,950000,290000
안양시,폴스타오토모티브코리아,Polestar 4 Coupe Dual Motor,1680000,710000,340000,100000
안양시,폴스타오토모티브코리아,Polestar 4 Coupe Rear Motor,1810000,760000,360000,110000
안양시,현대자동차,ELECTRIFIED G80,2700000,1140000,540000,160000
안양시,현대자동차,ELECTRIFIED GV70 AWD 19인치,2610000,1100000,520000,160000
안양시,현대자동차,ELECTRIFIED GV70 AWD 20인치,2450000,1040000,490000,150000
안양시,현대자동차,GV60 스탠다드 2WD 19인치,2850000,1210000,570000,170000
안양시,현대자동차,GV60 스탠다드 AWD 19인치,2720000,1150000,540000,160000
안양시,현대자동차,GV60 스탠다드 AWD 20인치,2610000,1100000,520000,160000
안양시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,5640000,2390000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,5670000,2400000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,5590000,2370000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,5410000,2290000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,4830000,2050000,970000,290000
안양시,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,5580000,2370000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,5320000,2260000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,5100000,2160000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,5700000,2420000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,5700000,2420000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,5700000,2420000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,5600000,2380000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,5700000,2420000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,5530000,2350000,1000000,300000
안양시,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,5370000,2280000,1000000,300000
안양시,현대자동차,스타리아 라운지 일렉트릭 7인승,2290000,970000,460000,140000
안양시,현대자동차,스타리아 리무진 일렉트릭 6인승,2290000,970000,460000,140000
안양시,현대자동차,아이오닉6 N,2500000,1060000,500000,150000
안양시,현대자동차,아이오닉9 성능형 AWD,2720000,1150000,540000,160000
안양시,현대자동차,아이오닉9 항속형 2WD,2740000,1160000,550000,170000
안양시,현대자동차,아이오닉9 항속형 AWD,2710000,1150000,540000,160000
안양시,현대자동차,캐스퍼 일렉트릭 기본형 15인치,4900000,2080000,980000,290000
안양시,현대자동차,캐스퍼 일렉트릭 크로스 17인치,4870000,2060000,970000,290000
안양시,현대자동차,캐스퍼 일렉트릭 항속형 15인치,4900000,2080000,980000,290000
안양시,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),4900000,2080000,980000,290000
안양시,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,5140000,2180000,1000000,300000
안양시,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,5140000,2180000,1000000,300000
안양시,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,4590000,1950000,920000,280000
안양시,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,4370000,1850000,870000,260000
부천시,BMW,MINI Aceman E,4000000,1200000,800000,240000
부천시,BMW,MINI Aceman SE,4000000,1200000,800000,240000
부천시,BMW,MINI Cooper SE,3960000,1180000,790000,240000
부천시,BMW,MINI Countryman E,2170000,650000,430000,130000
부천시,BMW,MINI Countryman SE ALL4,2030000,600000,410000,120000
부천시,BMW,MINI JCW Aceman E,1970000,590000,390000,120000
부천시,BMW,MINI JCW E,1910000,570000,380000,110000
부천시,BMW,i4 M60 LCI (71HD),2330000,690000,470000,140000
부천시,BMW,i4 eDrive 40 LCI(21HD),2440000,730000,490000,150000
부천시,BMW,i4 eDrive 40 LCI(61HD),2560000,760000,510000,150000
부천시,BMW,i5 eDrive 40,2620000,780000,520000,160000
부천시,BMW,iX1 eDrive20,2120000,630000,420000,130000
부천시,BMW,iX1 eDrive20(11HM),2350000,700000,470000,140000
부천시,BMW,iX1 xDrive30,1920000,570000,380000,110000
부천시,BMW,iX2 eDrive20,2140000,640000,430000,130000
부천시,BMW,iX2 eDrive20(71GN),2390000,710000,480000,140000
부천시,BMW,iX3 50 xDrive,2750000,820000,550000,170000
부천시,기아,EV3 GT,2480000,740000,500000,150000
부천시,기아,EV3 롱레인지 2WD 17인치,5550000,1660000,1000000,300000
부천시,기아,EV3 롱레인지 2WD 19인치,5550000,1660000,1000000,300000
부천시,기아,EV3 롱레인지 4WD 19인치,5390000,1610000,1000000,300000
부천시,기아,EV3 스탠다드 2WD,4690000,1400000,940000,280000
부천시,기아,EV4 GT,2550000,760000,510000,150000
부천시,기아,EV4 롱레인지 2WD 17인치,5550000,1660000,1000000,300000
부천시,기아,EV4 롱레인지 2WD 19인치,5550000,1660000,1000000,300000
부천시,기아,EV4 롱레인지 4WD 19인치,5540000,1660000,1000000,300000
부천시,기아,EV4 롱레인지 GTL 2WD 19인치,5550000,1660000,1000000,300000
부천시,기아,EV4 스탠다드 2WD 17인치,5120000,1530000,1000000,300000
부천시,기아,EV4 스탠다드 2WD 19인치,4810000,1440000,960000,290000
부천시,기아,EV5 GT,2320000,690000,460000,140000
부천시,기아,EV5 롱레인지 2WD,5520000,1650000,1000000,300000
부천시,기아,EV5 롱레인지 4WD 18인치,4990000,1490000,1000000,300000
부천시,기아,EV5 롱레인지 4WD 19인치,4930000,1470000,990000,300000
부천시,기아,EV9 GT,2450000,730000,490000,150000
부천시,기아,EV9 롱레인지 2WD 19인치,2700000,810000,540000,160000
부천시,기아,EV9 롱레인지 2WD 20인치,2680000,800000,540000,160000
부천시,기아,EV9 롱레인지 4WD 19인치,2540000,760000,510000,150000
부천시,기아,EV9 롱레인지 4WD 21인치,2600000,780000,520000,160000
부천시,기아,EV9 롱레인지 GTL 4WD 21인치,2520000,750000,500000,150000
부천시,기아,EV9 스탠다드,2370000,710000,470000,140000
부천시,기아,PV5 패신저 5인승 롱레인지,4580000,1370000,920000,280000
부천시,기아,Pv5 WAV(비용 미지원),6480000,1940000,1000000,300000
부천시,기아,Pv5 WAV(비용 지원),4480000,1340000,900000,270000
부천시,기아,(단종)The all-new Kia Niro EV,4890000,0,980000,290000
부천시,기아,더뉴EV6 롱레인지 2WD 19인치,5700000,1710000,1000000,300000
